ID,Name,Manufacturer,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine CC,Power,Seats,Mileage Km/L,Price,Maintenance,actual cost
4580,Grand i10,Hyundai,2015,46000,Petrol,Automatic,1,1197,82.0,5,18.9,509999.99999999994,22600,725000
4581,Verna 1.6,Hyundai,2013,48158,Diesel,Manual,1,1582,126.32,5,22.32,670000.0,37450,1425000
4582,5 Series,BMW,2013,93000,Diesel,Automatic,1,2993,218.0,5,16.73,2650000.0,500000,7200000
4583,Micra Diesel,Nissan,2013,71007,Diesel,Manual,1,1461,63.1,5,23.08,390000.0,25000,700000
4584,SX4 ZXI,Maruti,2010,63067,Petrol,Manual,2,1586,103.3,5,15.5,270000.0,35000,800000
4585,Manza Aura,Tata,2011,70259,Diesel,Manual,1,1248,88.8,5,21.12,295000.0,30000,600000
4586,A4 2.0,Audi,2015,13000,Diesel,Automatic,1,1968,140.0,5,16.55,2300000.0,275000,5000000
4587,Swift Ldi,Maruti,2009,140000,Diesel,Manual,2,1248,75.0,5,17.8,249000.00000000003,39160,775000
4588,Swift LDI,Maruti,2015,130000,Diesel,Manual,1,1248,74.0,5,25.2,450000.0,39160,775000
4589,Corolla Altis,Toyota,2011,89401,Diesel,Manual,1,1364,87.2,5,21.43,450000.0,50000,1600000
4590,Jazz 1.5,Honda,2015,67000,Diesel,Manual,1,1498,98.6,5,27.3,690000.0,44148,900000
4591,6 Series,BMW,2010,65329,Petrol,Automatic,1,4395,450.0,4,7.94,2072000.0,525000,7800000
4592,Fabia 1.2,Skoda,2010,72000,Petrol,Manual,1,1198,73.9,5,16.25,221000.0,30000,600000
4593,Siena 1.2,Fiat,2001,70000,Petrol,Manual,3,1242,74.0,5,0.0,55000.00000000001,25000,500000
4594,Rover Freelander,Land,2011,82000,Diesel,Automatic,2,2179,187.74,5,12.35,1390000.0,250000,5000000
4595,Fiesta 1.6,Ford,2010,85000,Petrol,Manual,1,1596,101.0,5,15.3,146000.0,35000,900000
4596,Verna SX,Hyundai,2012,83000,Diesel,Automatic,1,1582,126.32,5,19.08,600000.0,37450,1425000
4597,KWID 1.0,Renault,2016,26000,Petrol,Manual,1,999,67.0,5,21.7,300000.0,19760,550000
4598,Indica Vista,Tata,2012,27000,Diesel,Manual,1,1248,88.8,5,22.3,350000.0,25000,500000
4599,i20 Active,Hyundai,2018,37746,Diesel,Manual,1,1396,88.73,5,21.19,759000.0,27500,725000
4600,SX4 Zxi,Maruti,2009,63274,Petrol,Manual,2,1586,104.68,5,15.0,199000.0,35000,800000
4601,KWID RXT,Renault,2016,25000,Petrol,Manual,1,799,53.3,5,25.17,380000.0,19760,550000
4602,Xylo E4,Mahindra,2013,197000,Diesel,Manual,1,2498,112.0,7,11.68,400000.0,40000,1000000
4603,EON D,Hyundai,2013,45010,Petrol,Manual,2,814,55.2,5,21.1,295000.0,25000,400000
4604,Amaze VX,Honda,2013,75348,Diesel,Manual,1,1498,98.6,5,25.8,375000.0,42830,889000
4605,Polo Diesel,Volkswagen,2010,90110,Diesel,Manual,1,1199,73.9,5,22.07,250000.0,31360,800000
4606,City 1.5,Honda,2011,102013,Petrol,Manual,1,1497,118.0,5,17.0,375000.0,36600,1425000
4607,Fortuner 4x2,Toyota,2015,36000,Diesel,Automatic,1,2982,168.5,7,12.55,2200000.0,180000,4500000
4608,Amaze E,Honda,2017,37578,Petrol,Manual,1,1198,86.7,5,18.0,614000.0,30310,889000
4609,1 Series,BMW,2015,46001,Diesel,Automatic,1,1995,143.0,5,20.58,1600000.0,250000,2700000
4610,Celerio VXI,Maruti,2014,46559,Petrol,Automatic,1,998,67.04,5,23.1,375000.0,27930,620000
4611,Innova 2.5,Toyota,2015,48000,Diesel,Manual,1,2494,100.6,8,12.99,1175000.0,85000,2000000
4612,XF 2.2,Jaguar,2013,46000,Diesel,Automatic,2,2179,187.7,5,16.36,2400000.0,350000,6200000
4613,WRV i-VTEC,Honda,2017,15000,Petrol,Manual,1,1199,88.7,5,17.5,890000.0,38510,1000000
4614,X1 sDrive20d,BMW,2012,85000,Diesel,Automatic,3,1995,184.0,5,17.05,1000000.0,350000,5000000
4615,Rapid 1.6,Skoda,2014,32000,Petrol,Automatic,1,1598,103.5,5,14.3,555000.0,35130,1200000
4616,Vento 1.6,Volkswagen,2012,60818,Petrol,Manual,1,1598,103.5,5,16.09,359000.0,35484,1300000
4617,EcoSport 1.5,Ford,2019,35188,Diesel,Manual,1,1498,98.59,5,22.77,1113000.0,47435,1100000
4618,XUV500 W6,Mahindra,2012,110000,Diesel,Manual,1,2179,140.0,7,15.1,720000.0,37637,1600000
4619,Fiesta Classic,Ford,2014,61000,Diesel,Manual,1,1388,67.0,5,18.6,298000.0,35000,900000
4620,Santro Xing,Hyundai,2010,75000,Petrol,Manual,2,1086,62.1,5,17.92,170000.0,26130,500000
4621,GL-Class 2007,MercedesBenz,2015,55000,Diesel,Automatic,1,2987,224.0,7,12.0,5200000.0,500000,5500000
4622,Alto LXi,Maruti,2003,69966,Petrol,Manual,1,796,46.3,5,19.7,95000.0,20000,400000
4623,City i,Honda,2016,42000,Petrol,Manual,1,1497,117.3,5,17.8,925000.0,36600,1425000
4624,Santa Fe,Hyundai,2014,48000,Diesel,Automatic,1,2199,194.3,7,13.01,1625000.0,100000,3200000
4625,GLA Class,MercedesBenz,2015,35000,Diesel,Automatic,1,2143,136.0,5,17.9,2099000.0,500000,5500000
4626,Innova 2.5,Toyota,2005,128000,Diesel,Manual,2,2494,102.0,8,12.8,425000.0,85000,2000000
4627,3 Series,BMW,2008,78000,Diesel,Automatic,2,1995,181.0,5,16.07,720000.0,450000,5500000
4628,Swift ZXI,Maruti,2011,53080,Petrol,Manual,1,1197,85.8,5,18.6,440000.00000000006,39160,775000
4629,Vento Petrol,Volkswagen,2011,66000,Petrol,Manual,2,1598,103.6,5,15.04,425000.0,35484,1300000
4630,Ertiga VXI,Maruti,2012,25000,Petrol,Manual,1,1373,93.7,7,16.02,535000.0,31750,1050000
4631,Grand i10,Hyundai,2016,36139,Petrol,Automatic,2,1197,82.0,5,18.9,630000.0,22600,725000
4632,Creta 1.6,Hyundai,2017,44000,Diesel,Manual,1,1582,126.2,5,19.67,1250000.0,38536,1500000
4633,A6 3.0,Audi,2008,50000,Diesel,Automatic,2,2967,241.38,5,16.77,750000.0,375000,6500000
4634,XUV500 W8,Mahindra,2016,81177,Diesel,Manual,1,1997,140.0,7,16.0,1125000.0,37637,1600000
4635,EcoSport 1.5,Ford,2016,26000,Petrol,Automatic,1,1499,110.4,5,16.05,765000.0,35924,1100000
4636,Xcent 1.1,Hyundai,2016,100000,Diesel,Manual,1,1120,71.0,5,24.4,450000.0,25000,700000
4637,Vento 1.5,Volkswagen,2014,75000,Diesel,Automatic,1,1498,103.2,5,21.21,750000.0,35484,1300000
4638,S-Class 280,MercedesBenz,2004,119859,Petrol,Automatic,1,2987,210.0,5,13.0,710000.0,1000000,18000000
4639,i10 Magna,Hyundai,2010,55980,Petrol,Manual,1,1197,78.9,5,20.36,225000.0,22600,725000
4640,A4 35,Audi,2015,30000,Diesel,Automatic,1,1968,174.33,5,17.11,2700000.0,325000,5500000
4641,i20 Sportz,Hyundai,2012,49700,Diesel,Manual,2,1396,88.76,5,21.9,418000.0,27500,725000
4642,Verna 1.4,Hyundai,2013,79000,Diesel,Manual,1,1396,88.7,5,23.5,650000.0,37450,1425000
4643,City 1.5,Honda,2010,65100,Petrol,Manual,1,1497,118.0,5,17.0,315000.0,36600,1425000
4644,Ertiga VDI,Maruti,2016,54161,Diesel,Manual,1,1248,88.5,7,25.47,764000.0,49850,1050000
4645,Alto LXi,Maruti,2011,28619,Petrol,Manual,1,796,46.3,5,19.7,240000.0,20000,400000
4646,Wagon R,Maruti,2016,9000,Petrol,Automatic,1,998,67.0,5,20.51,425000.0,27670,750000
4647,Verna 1.6,Hyundai,2016,42876,Diesel,Automatic,1,1582,126.2,5,19.08,931000.0,37450,1425000
4648,Alto LXi,Maruti,2011,64000,Petrol,Manual,1,796,46.3,5,19.7,239000.0,20000,400000
4649,Vento 1.6,Volkswagen,2018,20488,Petrol,Manual,2,1598,103.5,5,16.09,764000.0,35484,1300000
4650,Baleno Zeta,Maruti,2016,21000,Petrol,Manual,1,1197,83.1,5,21.4,621000.0,32000,825000
4651,Rover Freelander,Land,2012,119203,Diesel,Automatic,1,2179,115.0,5,0.0,1650000.0,250000,5000000
4652,CR-V 2.0L,Honda,2011,55987,Petrol,Automatic,1,1997,153.86,5,13.7,822000.0000000001,140000,3000000
4653,Fortuner 2.8,Toyota,2017,72668,Diesel,Manual,1,2755,174.5,7,14.24,2885000.0,180000,4500000
4654,City V,Honda,2015,32000,Petrol,Automatic,1,1497,116.3,5,15.6,850000.0,36600,1425000
4655,SLK-Class 55,MercedesBenz,2014,3000,Petrol,Automatic,2,5461,421.0,2,12.0,9000000.0,700000,8200000
4656,City i-VTEC,Honda,2015,10400,Petrol,Manual,1,1497,117.3,5,17.4,651000.0,36600,1425000
4657,Swift VDI,Maruti,2013,35000,Diesel,Manual,1,1248,74.0,5,22.9,465000.00000000006,39160,775000
4658,Corolla Altis,Toyota,2013,55101,Petrol,Automatic,1,1794,138.1,5,14.53,840000.0,50000,1600000
4659,Etios Cross,Toyota,2014,57464,Diesel,Manual,1,1364,67.06,5,23.59,575000.0,25000,700000
4660,Wagon R,Maruti,2006,110000,Petrol,Manual,1,998,67.1,5,18.9,111000.00000000001,27670,750000
4661,E-Class 2015-2017,MercedesBenz,2014,72000,Petrol,Automatic,1,1991,184.0,5,12.0,1725000.0,600000,8000000
4662,XF Aero,Jaguar,2012,16000,Diesel,Automatic,1,2179,187.7,5,16.36,3200000.0,350000,6200000
4663,i20 Sportz,Hyundai,2011,62020,Petrol,Manual,1,1197,80.0,5,17.0,345000.0,27500,725000
4664,Rover Freelander,Land,2014,85000,Diesel,Automatic,2,2179,147.51,5,12.39,2300000.0,250000,5000000
4665,Elite i20,Hyundai,2018,14223,Petrol,Manual,1,1197,81.86,5,18.6,732000.0,27500,725000
4666,Amaze S,Honda,2014,41210,Petrol,Manual,1,1198,86.7,5,18.0,440000.00000000006,30310,889000
4667,M-Class ML,MercedesBenz,2015,20000,Diesel,Automatic,1,2987,165.0,5,0.0,4735000.0,600000,6000000
4668,Alto 800,Maruti,2016,18043,Petrol,Manual,1,796,47.3,5,22.74,412000.0,20000,400000
4669,Innova Crysta,Toyota,2016,80000,Diesel,Automatic,1,2755,171.5,7,11.36,1950000.0,55000,1999000
4670,Grand i10,Hyundai,2016,21000,Petrol,Automatic,1,1197,82.0,5,18.9,620000.0,22600,725000
4671,X3 xDrive30d,BMW,2016,49000,Diesel,Automatic,1,2993,258.0,5,16.55,4500000.0,375000,6900000
4672,1000 AC,Maruti,1998,104000,Petrol,Manual,2,970,74.0,5,15.0,85000.0,20000,400000
4673,i20 Magna,Hyundai,2010,95000,Petrol,Manual,2,1197,80.0,5,18.5,280000.0,27500,725000
4674,Grand i10,Hyundai,2015,32000,Petrol,Automatic,1,1197,82.0,5,18.9,480000.0,22600,725000
4675,Fiesta 1.5,Ford,2014,122800,Diesel,Manual,1,1498,89.75,5,25.01,565000.0,35000,900000
4676,E-Class 220,MercedesBenz,2011,78000,Diesel,Manual,2,2148,74.0,5,15.0,1450000.0,600000,8000000
4677,Swift Dzire,Maruti,2015,69000,Diesel,Manual,1,1248,74.0,5,26.59,590000.0,39160,850000
4678,Etios VXD,Toyota,2015,65000,Diesel,Manual,2,1364,67.04,5,23.59,500000.0,25000,700000
4679,Xcent 1.2,Hyundai,2015,23000,Petrol,Manual,1,1197,82.0,5,19.1,490000.00000000006,25000,700000
4680,Civic 2006-2010,Honda,2009,70000,Petrol,Manual,1,1799,130.0,5,13.5,425000.0,36600,1425000
4681,Innova 2.5,Toyota,2014,250000,Diesel,Manual,1,2494,100.6,8,12.99,1090000.0,85000,2000000
4682,Accent GLE,Hyundai,2012,56000,Petrol,Manual,1,1495,94.0,5,13.2,245000.00000000003,30000,600000
4683,Alto 800,Maruti,2013,30000,Petrol,Manual,1,796,47.3,5,22.74,250000.0,20000,400000
4684,SL-Class SL,MercedesBenz,2010,35000,Petrol,Automatic,1,5461,387.3,2,8.1,2950000.0,1500000,25000000
4685,Ecosport 1.5,Ford,2013,92250,Diesel,Manual,2,1498,89.84,5,22.7,575000.0,47435,1100000
4686,Xcent 1.2,Hyundai,2018,40000,Petrol,Manual,1,1197,81.86,5,20.14,500000.0,25000,700000
4687,Rapid 1.6,Skoda,2014,96848,Petrol,Automatic,1,1598,103.6,5,14.3,462000.0,35130,1200000
4688,Q3 2012-2015,Audi,2016,42000,Diesel,Automatic,1,1968,174.33,5,15.73,2350000.0,225000,3500000
4689,XUV500 W8,Mahindra,2013,55886,Diesel,Manual,1,2179,140.0,7,16.0,725000.0,37637,1600000
4690,Verna VTVT,Hyundai,2019,12336,Petrol,Manual,1,1591,121.3,5,17.0,1188000.0,33350,1425000
4691,Verna Xi,Hyundai,2009,60000,Petrol,Manual,3,1599,103.2,5,13.9,225000.0,33350,1425000
4692,Ikon 1.6,Ford,2003,83000,Petrol,Manual,2,1597,92.0,5,14.2,85000.0,25000,600000
4693,Micra Active,Nissan,2018,24000,Petrol,Manual,1,1198,67.04,5,19.69,400000.0,25000,700000
4694,Brio VX,Honda,2016,32198,Petrol,Automatic,1,1198,86.8,5,16.5,509999.99999999994,25000,500000
4695,Innova 2.5,Toyota,2014,92247,Diesel,Manual,1,2494,100.6,7,12.99,1250000.0,85000,2000000
4696,Vento 1.5,Volkswagen,2011,121311,Diesel,Manual,1,1498,108.5,5,20.64,290000.0,35484,1300000
4697,XUV500 W10,Mahindra,2016,66296,Diesel,Manual,1,2179,140.0,7,16.0,1596000.0,37637,1600000
4698,Xcent 1.2,Hyundai,2015,41000,Petrol,Automatic,1,1197,82.0,5,16.9,545000.0,25000,700000
4699,Endeavour 2.2,Ford,2017,38681,Diesel,Manual,1,2198,157.7,7,13.5,2386000.0,1500000,3600000
4700,Spark 1.0,Chevrolet,2008,43761,Petrol,Manual,1,995,62.0,5,18.0,175000.0,17000,450000
4701,Ertiga SHVS,Maruti,2017,17400,Diesel,Manual,1,1248,88.5,7,24.52,975000.0,49850,1050000
4702,Amaze S,Honda,2013,61510,Diesel,Manual,1,1498,98.6,5,25.8,475000.0,42830,889000
4703,City i,Honda,2014,60000,Petrol,Manual,1,1497,117.3,5,17.4,625000.0,36600,1425000
4704,Cooper Countryman,Mini,2014,35165,Diesel,Automatic,2,1998,112.0,5,23.8,2200000.0,350000,4500000
4705,Corolla Altis,Toyota,2016,41617,Petrol,Automatic,1,1794,138.1,5,14.53,1414000.0,50000,1600000
4706,Santro Xing,Hyundai,2005,45000,Petrol,Manual,1,1086,74.0,5,17.0,95000.0,26130,500000
4707,Superb Elegance,Skoda,2014,65000,Petrol,Automatic,1,1798,157.75,5,13.7,1195000.0,250000,5400000
4708,Wagon R,Maruti,2011,68000,Petrol,Manual,1,998,67.1,5,18.9,250000.0,27670,750000
4709,i10 Era,Hyundai,2013,49000,Petrol,Manual,1,1086,68.05,5,19.81,275000.0,22600,725000
4710,Tiago 1.2,Tata,2019,16698,Petrol,Manual,1,1199,84.0,5,23.84,585000.0,20990,625000
4711,Baleno Zeta,Maruti,2016,30965,Petrol,Manual,1,1197,83.1,5,21.4,625000.0,32000,825000
4712,Vento 1.6,Volkswagen,2014,56058,Petrol,Manual,1,1598,103.2,5,15.04,495000.0,35484,1300000
4713,Grand i10,Hyundai,2017,15356,Petrol,Manual,1,1197,81.86,5,18.9,475000.0,22600,725000
4714,Figo Diesel,Ford,2013,54000,Diesel,Manual,1,1399,68.05,5,20.0,254999.99999999997,34697,700000
4715,Civic 2010-2013,Honda,2011,47000,Petrol,Automatic,2,1799,130.3,5,13.9,450000.0,36600,1425000
4716,Alto 800,Maruti,2015,21652,Petrol,Manual,1,796,47.3,5,22.74,301000.0,20000,400000
4717,Rover Range,Land,2016,52000,Diesel,Automatic,1,1999,177.0,5,15.68,4200000.0,300000,6800000
4718,A6 2.7,Audi,2010,35010,Diesel,Automatic,1,2698,179.5,5,12.4,1150000.0,350000,6500000
4719,E-Class 280,MercedesBenz,2006,76662,Diesel,Automatic,1,2987,198.5,5,11.0,1099000.0,600000,8000000
4720,City 1.5,Honda,2009,89000,Petrol,Automatic,1,1497,118.0,5,17.0,371000.0,36600,1425000
4721,CR-V 2.4,Honda,2006,80000,Petrol,Automatic,3,2354,152.0,5,10.1,200000.0,140000,3000000
4722,Ciaz 1.3,Maruti,2018,39023,Diesel,Manual,1,1248,88.5,5,28.09,948000.0,32235,1030000
4723,Wagon R,Maruti,2004,62000,Petrol,Manual,2,998,67.1,5,18.9,125000.0,27670,750000
4724,Creta 1.6,Hyundai,2015,78046,Diesel,Manual,1,1582,126.2,5,19.67,1090000.0,38536,1500000
4725,Ciaz VDi,Maruti,2015,34400,Diesel,Manual,1,1248,88.5,5,28.09,550000.0,32235,1030000
4726,EON D,Hyundai,2016,64624,Petrol,Manual,1,814,55.2,5,21.1,371000.0,25000,400000
4727,Ertiga VXI,Maruti,2014,69192,Petrol,Manual,1,1373,93.7,7,16.02,625000.0,31750,1050000
4728,Vento Diesel,Volkswagen,2012,55000,Diesel,Manual,1,1598,103.6,5,20.54,490000.00000000006,35484,1300000
4729,City 1.5,Honda,2005,81000,Petrol,Manual,2,1493,100.0,5,12.8,110000.00000000001,36600,1425000
4730,Polo Petrol,Volkswagen,2016,36733,Petrol,Manual,1,1198,73.9,5,16.47,472000.0,31360,800000
4731,Alto 800,Maruti,2017,24310,CNG,Manual,1,796,40.3,4,33.44,370000.0,20000,400000
4732,GLA Class,MercedesBenz,2016,43022,Diesel,Automatic,1,2143,136.0,5,17.9,2485000.0,500000,5500000
4733,Santa Fe,Hyundai,2013,74000,Diesel,Manual,1,2199,194.3,7,14.66,1225000.0,100000,3200000
4734,Swift VDI,Maruti,2014,47000,Diesel,Manual,1,1248,74.0,5,22.9,390000.0,39160,775000
4735,Elite i20,Hyundai,2017,37460,Petrol,Manual,1,1197,81.86,5,18.6,628000.0,27500,725000
4736,Xylo E8,Mahindra,2011,130000,Diesel,Manual,1,2498,112.0,8,14.0,275000.0,40000,1000000
4737,Grand i10,Hyundai,2017,31576,Petrol,Manual,1,1197,82.0,5,18.9,785000.0,22600,725000
4738,Vento Petrol,Volkswagen,2011,66000,Petrol,Manual,1,1598,103.6,5,15.04,295000.0,35484,1300000
4739,Accord 2.4,Honda,2008,79000,Petrol,Automatic,2,2354,177.6,5,11.7,484999.99999999994,160000,4600000
4740,S-Class S,MercedesBenz,2011,47140,Diesel,Automatic,2,2925,281.61,5,13.5,3000000.0,1000000,18000000
4741,B Class,MercedesBenz,2016,36610,Diesel,Automatic,1,2143,107.3,5,15.0,1989999.9999999998,200000,3200000
4742,Creta 1.6,Hyundai,2016,93000,Diesel,Manual,1,1582,126.2,5,20.5,1080000.0,38536,1500000
4743,Alto LXI,Maruti,2007,52195,Petrol,Manual,1,796,46.3,5,19.7,175000.0,20000,400000
4744,A3 35,Audi,2016,20003,Diesel,Automatic,1,1968,143.0,5,20.38,1925000.0,225000,3300000
4745,Duster 85PS,Renault,2013,66314,Diesel,Manual,1,1461,83.8,5,19.87,550000.0,35700,1250000
4746,Fiesta 1.4,Ford,2009,76000,Diesel,Manual,1,1399,68.0,5,17.8,275000.0,35000,900000
4747,Creta 1.6,Hyundai,2015,29000,Diesel,Manual,1,1582,126.2,5,19.67,1300000.0,38536,1500000
4748,Figo Diesel,Ford,2011,30000,Diesel,Manual,1,1399,68.0,5,20.0,320000.0,34697,700000
4749,Polo Petrol,Volkswagen,2013,56526,Petrol,Manual,1,1598,103.5,5,15.26,584000.0,31360,800000
4750,V40 D3,Volvo,2015,38000,Diesel,Automatic,2,1969,150.0,5,16.8,2400000.0,120000,3000000
4751,Verna SX,Hyundai,2012,41000,Diesel,Automatic,1,1582,126.32,5,19.08,625000.0,37450,1425000
4752,7 Series,BMW,2009,53000,Diesel,Automatic,1,2993,258.0,5,14.49,3600000.0,800000,18000000
4753,Lancer GLXD,Mitsubishi,2003,125000,Diesel,Manual,3,1998,68.0,5,14.8,300000.0,30000,800000
4754,Fortuner 3.0,Toyota,2010,242000,Diesel,Manual,1,2982,171.0,7,11.5,1100000.0,180000,4500000
4755,Ciaz VDi,Maruti,2015,90000,Diesel,Manual,1,1248,88.5,5,26.21,650000.0,32235,1030000
4756,Vitara Brezza,Maruti,2018,11000,Diesel,Manual,1,1248,88.5,5,24.3,940000.0,39170,1125000
4757,3 Series,BMW,2018,21936,Diesel,Automatic,1,1995,190.0,5,21.76,3792000.0,450000,5500000
4758,Vento Petrol,Volkswagen,2013,41000,Petrol,Automatic,1,1598,103.6,5,14.4,525000.0,35484,1300000
4759,i20 1.2,Hyundai,2011,47000,Petrol,Manual,1,1197,80.0,5,17.0,450000.0,27500,725000
4760,X5 3.0d,BMW,2009,110000,Diesel,Automatic,1,2993,235.0,5,11.0,1800000.0,525000,9500000
4761,Xcent 1.2,Hyundai,2015,45960,Petrol,Manual,1,1197,82.0,5,19.1,556000.0,25000,700000
4762,E-Class 2009-2013,MercedesBenz,2013,48000,Diesel,Automatic,1,2143,203.0,5,14.21,2200000.0,600000,8000000
4763,Rover Freelander,Land,2011,68000,Diesel,Automatic,1,2179,147.51,5,12.39,2200000.0,250000,5000000
4764,i10 Magna,Hyundai,2011,41000,Petrol,Manual,1,1197,78.9,5,20.36,265000.0,22600,725000
4765,Verna 1.6,Hyundai,2013,69573,Diesel,Manual,2,1582,126.32,5,22.32,585000.0,37450,1425000
4766,Jetta 2012-2014,Volkswagen,2012,115000,Diesel,Manual,1,1968,138.1,5,19.33,695000.0,65000,1800000
4767,XUV500 W8,Mahindra,2012,47629,Diesel,Manual,1,2179,140.0,7,15.1,650000.0,37637,1600000
4768,Omni 8,Maruti,2004,66624,Petrol,Manual,3,796,35.0,8,19.7,85000.0,25000,650000
4769,Superb Style,Skoda,2013,80000,Petrol,Automatic,2,1798,177.46,5,14.67,725000.0,250000,5400000
4770,Swift VDI,Maruti,2012,94868,Diesel,Manual,1,1248,74.0,5,22.9,450000.0,39160,775000
4771,Scorpio 2.6,Mahindra,2010,76477,Diesel,Manual,1,2179,120.0,8,10.5,425000.0,60000,1500000
4772,GLA Class,MercedesBenz,2016,28000,Petrol,Automatic,1,1991,183.0,5,13.7,2600000.0,500000,5500000
4773,Thar CRDe,Mahindra,2017,28599,Diesel,Manual,1,2498,105.0,6,16.55,966000.0,60000,1600000
4774,Duster 110PS,Renault,2013,45348,Diesel,Manual,2,1461,108.45,5,19.01,685000.0,35700,1250000
4775,Q5 2008-2012,Audi,2013,80127,Diesel,Automatic,1,1968,167.6,5,12.8,2368000.0,310000,6000000
4776,Rover Freelander,Land,2013,68000,Diesel,Automatic,2,2179,147.51,5,12.39,1575000.0,250000,5000000
4777,Vento Diesel,Volkswagen,2012,75000,Diesel,Manual,3,1598,103.6,5,20.54,350000.0,35484,1300000
4778,5 Series,BMW,2006,48000,Petrol,Automatic,2,2979,306.0,5,11.62,699000.0,500000,7200000
4779,Elantra CRDi,Hyundai,2019,41871,Diesel,Manual,1,1582,126.2,5,22.7,1557000.0,50000,2000000
4780,Sumo EX,Tata,2015,84931,Diesel,Manual,1,2956,83.8,7,15.3,529000.0,25000,700000
4781,redi-GO T,Datsun,2016,15000,Petrol,Manual,1,799,53.64,5,22.7,225000.0,20000,500000
4782,X5 xDrive,BMW,2009,110000,Diesel,Automatic,1,2993,245.0,5,11.7,2000000.0,600000,10500000
4783,6 Series,BMW,2011,5900,Petrol,Automatic,1,4395,450.0,4,7.94,4750000.0,525000,7800000
4784,Alto Vxi,Maruti,2002,103653,Petrol,Manual,2,1061,47.0,5,18.9,122000.0,20000,400000
4785,Polo Petrol,Volkswagen,2012,64806,Petrol,Manual,1,1198,73.9,5,16.47,365000.0,31360,800000
4786,GO Plus,Datsun,2016,35000,Petrol,Manual,1,1198,67.0,7,20.62,310000.0,20000,500000
4787,Creta 1.6,Hyundai,2016,40000,Petrol,Manual,1,1591,121.3,5,15.29,1150000.0,38536,1500000
4788,Alto K10,Maruti,2015,23876,Petrol,Manual,1,998,67.1,5,24.07,346000.0,20000,400000
4789,Santa Fe,Hyundai,2013,67901,Diesel,Manual,1,2199,194.3,7,14.66,838000.0000000001,100000,3200000
4790,Polo GT,Volkswagen,2014,68865,Diesel,Manual,1,1598,103.6,5,15.11,480000.0,31360,800000
4791,Amaze S,Honda,2014,71000,Diesel,Manual,2,1498,98.6,5,25.8,450000.0,42830,889000
4792,Esteem Vxi,Maruti,2004,95000,Petrol,Manual,1,1298,74.0,5,15.9,80000.0,20000,500000
4793,Swift VDI,Maruti,2014,25000,Diesel,Manual,1,1248,74.0,5,22.9,395000.0,39160,775000
4794,Rapid 1.6,Skoda,2012,180000,Diesel,Manual,1,1598,103.5,5,20.5,365000.0,35130,1200000
4795,E-Class 280,MercedesBenz,2005,131000,Diesel,Automatic,1,2987,198.5,5,11.0,1000000.0,600000,8000000
4796,Scorpio SLE,Mahindra,2011,65000,Diesel,Manual,2,2179,120.0,8,12.05,400000.0,60000,1500000
4797,Sunny 2011-2014,Nissan,2012,117777,Diesel,Manual,1,1461,84.8,5,21.64,475000.0,35000,900000
4798,Swift Dzire,Maruti,2009,65000,Petrol,Manual,2,1298,85.8,5,17.5,310000.0,39160,850000
4799,EON Sportz,Hyundai,2017,46897,Petrol,Manual,1,814,55.2,5,21.1,361000.0,25000,400000
4800,Brio S,Honda,2015,36695,Petrol,Manual,1,1198,86.8,5,19.4,429000.0,25000,500000
4801,Micra XV,Nissan,2011,43000,Petrol,Manual,1,1198,75.0,5,18.06,213000.0,25000,700000
4802,Alto LXi,Maruti,2008,54000,Petrol,Manual,1,796,46.3,5,19.7,110000.00000000001,20000,400000
4803,3 Series,BMW,2011,89000,Diesel,Automatic,1,1995,190.0,5,22.69,1395000.0,450000,5500000
4804,Polo 1.2,Volkswagen,2014,7000,Petrol,Manual,1,1198,74.0,5,16.47,535000.0,31360,800000
4805,Celerio LXI,Maruti,2014,58470,Petrol,Manual,1,998,67.04,5,23.1,390000.0,27930,620000
4806,Wagon R,Maruti,2014,37000,Petrol,Manual,1,1197,81.8,5,21.5,280000.0,27670,750000
4807,Ciaz ZDi,Maruti,2016,29000,Diesel,Manual,1,1248,88.5,5,26.21,875000.0,32235,1030000
4808,A4 2.0,Audi,2013,52000,Diesel,Automatic,1,1968,147.51,5,16.55,1950000.0,275000,5000000
4809,Brio S,Honda,2013,32807,Petrol,Manual,1,1198,86.8,5,19.4,275000.0,25000,500000
4810,Scorpio VLX,Mahindra,2013,86000,Diesel,Automatic,1,2179,120.0,8,11.79,800000.0,60000,1500000
4811,City i,Honda,2014,66500,Diesel,Manual,1,1498,98.6,5,26.0,570000.0,36600,1425000
4812,X1 sDrive20d,BMW,2012,94000,Diesel,Automatic,1,1995,184.0,5,17.05,1250000.0,350000,5000000
4813,Spark 1.0,Chevrolet,2011,29000,Petrol,Manual,2,995,62.0,5,18.0,175000.0,17000,450000
4814,Figo Diesel,Ford,2010,107389,Diesel,Manual,2,1399,68.0,5,20.0,190000.0,34697,700000
4815,Swift VXI,Maruti,2015,36100,Petrol,Manual,1,1197,81.8,5,20.4,450000.0,39160,775000
4816,New C-Class,MercedesBenz,2015,16329,Diesel,Automatic,1,2143,170.0,5,19.27,3030000.0,650000,7000000
4817,Octavia Elegance,Skoda,2014,36000,Diesel,Automatic,1,1968,141.0,5,19.3,1600000.0,140000,3000000
4818,X3 xDrive20d,BMW,2017,41816,Diesel,Automatic,1,1995,190.0,5,18.56,3278000.0,375000,6900000
